시군구,전용면적(㎡),계약년월,거래금액(만원),층,건축년도
강원도 강릉시 견소동,84.99,202212,"34,100",12,2005
강원도 강릉시 교동,59.49,202212,"8,300",4,1985
강원도 강릉시 교동,59.74,202212,"26,500",13,2002
강원도 강릉시 교동,59.84,202212,"10,000",5,1997
강원도 강릉시 교동,40.86,202212,"6,700",2,1988
강원도 강릉시 교동,59.58,202212,"26,000",13,1999
강원도 강릉시 교동,84.93,202212,"28,000",3,2001
강원도 강릉시 교동,80.65,202212,"18,500",2,1991
강원도 강릉시 교동,80.65,202212,"18,444",2,1991
강원도 강릉시 내곡동,59.84,202212,"17,500",16,1998
강원도 강릉시 내곡동,39.69,202212,"9,400",2,1989
강원도 강릉시 내곡동,39.69,202212,"7,000",3,1989
강원도 강릉시 내곡동,39.69,202212,"8,000",5,1989
강원도 강릉시 내곡동,84.95,202212,"28,000",12,1997
강원도 강릉시 내곡동,59.97,202212,"18,000",7,1997
강원도 강릉시 노암동,43.38,202212,"12,000",3,1996
강원도 강릉시 노암동,59.976,202212,"13,000",5,1994
강원도 강릉시 송정동,75.98,202212,"43,200",10,2019
강원도 강릉시 연곡면 영진리,59.85,202212,"8,000",3,1994
강원도 강릉시 연곡면 영진리,43.5566,202212,"18,500",7,2019
강원도 강릉시 연곡면 영진리,25.4052,202212,"11,400",8,2019
강원도 강릉시 입암동,59.85,202212,"13,200",4,1992
강원도 강릉시 입암동,59.685,202212,"8,500",8,1993
강원도 강릉시 입암동,59.85,202212,"15,500",12,2000
강원도 강릉시 입암동,39.85,202212,"6,300",5,2001
강원도 강릉시 입암동,39.72,202212,"10,700",2,1986
강원도 강릉시 입암동,39.3,202212,"12,600",4,1990
강원도 강릉시 입암동,59.99,202212,"15,800",2,1998
강원도 강릉시 입암동,49.62,202212,"14,800",2,1998
강원도 강릉시 입암동,49.62,202212,"14,400",4,1998
강원도 강릉시 입암동,84.904,202212,"25,000",4,1998
강원도 강릉시 입암동,59.824,202212,"18,500",2,1998
강원도 강릉시 입암동,39.348,202212,"6,500",11,1998
강원도 강릉시 저동,59.785,202212,"26,000",3,1996
강원도 강릉시 주문진읍 교항리,59.975,202212,"7,400",1,1994
강원도 강릉시 주문진읍 교항리,46.65,202212,"7,500",13,1994
강원도 강릉시 주문진읍 교항리,84.8819,202212,"20,000",1,2015
강원도 강릉시 주문진읍 교항리,84.8819,202212,"19,950",7,2015
강원도 강릉시 주문진읍 교항리,84.8819,202212,"20,700",6,2015
강원도 강릉시 주문진읍 교항리,71.1,202212,"10,000",1,1991
강원도 강릉시 주문진읍 교항리,59.98,202212,"10,200",12,1999
강원도 강릉시 주문진읍 교항리,49.89,202212,"4,000",3,1991
강원도 강릉시 주문진읍 교항리,49.89,202212,"7,200",4,1991
강원도 강릉시 주문진읍 교항리,49.89,202212,"8,000",4,1991
강원도 강릉시 주문진읍 교항리,36.2,202212,"4,900",5,1982
강원도 강릉시 지변동,33.471,202212,"6,000",1,1998
강원도 강릉시 초당동,84.98,202212,"25,000",7,1997
강원도 강릉시 초당동,29.82,202212,"7,000",1,1988
강원도 강릉시 포남동,58.87,202212,"16,100",14,1995
강원도 강릉시 포남동,47.01,202212,"15,300",4,1989
강원도 강릉시 홍제동,84.56,202212,"15,700",5,1991
강원도 강릉시 홍제동,59.78,202212,"30,000",9,2018
강원도 강릉시 홍제동,59.98,202212,"30,000",23,2018
강원도 강릉시 홍제동,59.78,202212,"29,000",3,2018
강원도 강릉시 홍제동,59.78,202212,"30,000",12,2018
강원도 강릉시 홍제동,59.78,202212,"30,000",17,2018
강원도 강릉시 홍제동,59.98,202212,"29,000",11,2018
강원도 강릉시 홍제동,84.9871,202212,"46,000",19,2016
강원도 고성군 간성읍 상리,39.6,202212,"6,400",2,1998
강원도 고성군 간성읍 신안리,75.3428,202212,"23,000",2,2021
강원도 고성군 거진읍 거진리,56.13,202212,"6,100",5,1989
강원도 고성군 토성면 천진리,84.9657,202212,"44,000",24,2021
강원도 동해시 단봉동,31.5,202212,"3,800",3,1998
강원도 동해시 동회동,59.97,202212,"8,300",2,1995
강원도 동해시 동회동,59.3575,202212,"9,300",7,1996
강원도 동해시 동회동,45,202212,"5,500",13,1996
강원도 동해시 동회동,45,202212,"6,800",9,1996
강원도 동해시 동회동,59.3575,202212,"9,300",4,1996
강원도 동해시 동회동,134.98,202212,"34,000",2,2007
강원도 동해시 동회동,74.3567,202212,"28,300",20,2018
강원도 동해시 동회동,74.3567,202212,"28,300",20,2018
강원도 동해시 동회동,59.6,202212,"6,600",3,1995
강원도 동해시 발한동,57.52,202212,"5,300",3,1991
강원도 동해시 발한동,46.54,202212,"4,000",1,1991
강원도 동해시 발한동,57.52,202212,"5,850",3,1991
강원도 동해시 발한동,59.095,202212,"3,000",3,1991
강원도 동해시 부곡동,61.56,202212,"4,200",4,1987
강원도 동해시 부곡동,41.77,202212,"3,000",5,1986
강원도 동해시 부곡동,49.89,202212,"4,500",5,1991
강원도 동해시 부곡동,35.045,202212,"3,800",8,1995
강원도 동해시 부곡동,108.8,202212,"18,700",11,1996
강원도 동해시 북평동,78.86,202212,"27,500",15,2020
강원도 동해시 북평동,47.01,202212,"4,000",1,1989
강원도 동해시 쇄운동,60,202212,"9,000",14,2012
강원도 동해시 용정동,46.29,202212,"12,000",5,1996
강원도 동해시 이도동,59.955,202212,"5,700",15,1996
강원도 동해시 이도동,49.275,202212,"4,930",13,1996
강원도 동해시 이도동,75.96,202212,"27,500",14,2018
강원도 동해시 이도동,59.95,202212,"23,200",7,2018
강원도 동해시 이도동,84.98,202212,"31,700",2,2018
강원도 동해시 이도동,49.62,202212,"6,550",15,1999
강원도 동해시 이도동,59.39,202212,"8,900",1,1999
강원도 동해시 이로동,41.94,202212,"3,000",3,2007
강원도 동해시 천곡동,49.94,202212,"4,900",3,1994
강원도 동해시 천곡동,64.7915,202212,"22,500",16,2020
강원도 동해시 천곡동,43.97,202212,"7,800",1,1983
강원도 동해시 천곡동,51.09,202212,"11,200",3,1983
강원도 동해시 천곡동,59.3,202212,"9,000",4,1985
강원도 동해시 천곡동,39.6,202212,"7,300",4,1989
강원도 동해시 천곡동,68.32,202212,"9,200",8,1990
강원도 동해시 천곡동,84.855,202212,"15,700",6,1991
강원도 동해시 천곡동,49.81,202212,"7,000",10,1991
강원도 동해시 천곡동,84.945,202212,"15,600",6,1992
강원도 동해시 평릉동,59.4026,202212,"17,400",7,2010
강원도 동해시 평릉동,59.4026,202212,"17,400",5,2010
강원도 동해시 평릉동,59.9844,202212,"16,950",12,2010
강원도 동해시 평릉동,84.9792,202212,"23,000",1,2010
강원도 동해시 평릉동,84.8964,202212,"33,500",15,2010
강원도 동해시 효가동,84.9151,202212,"19,900",4,2013
강원도 동해시 효가동,59.9798,202212,"14,300",5,2013
강원도 동해시 효가동,52.41,202212,"3,000",5,1992
강원도 삼척시 교동,74.7748,202212,"24,500",19,2018
강원도 삼척시 교동,84.6585,202212,"28,700",28,2018
강원도 삼척시 교동,84.2922,202212,"28,500",15,2018
강원도 삼척시 교동,84.869,202212,"27,500",17,2018
강원도 삼척시 교동,59.85,202212,"8,900",6,2003
강원도 삼척시 교동,59.85,202212,"9,000",7,2003
강원도 삼척시 교동,59.85,202212,"8,200",5,2003
강원도 삼척시 교동,59.85,202212,"7,900",3,2003
강원도 삼척시 교동,60,202212,"9,300",4,2005
강원도 삼척시 교동,59.83,202212,"7,500",3,1996
강원도 삼척시 교동,59.83,202212,"8,300",5,1996
강원도 삼척시 교동,59.895,202212,"10,900",9,1998
강원도 삼척시 교동,45.03,202212,"11,050",5,2014
강원도 삼척시 교동,84.92,202212,"27,700",4,2014
강원도 삼척시 남양동,49.98,202212,"4,000",1,1991
강원도 삼척시 남양동,36.54,202212,"4,800",2,1986
강원도 삼척시 당저동,54.56,202212,"7,300",8,1991
강원도 삼척시 도계읍 도계리,84.983,202212,"6,700",5,2003
강원도 삼척시 도계읍 도계리,59.96,202212,"4,600",8,2003
강원도 삼척시 도계읍 도계리,84.983,202212,"6,500",9,2003
강원도 삼척시 마달동,29.76,202212,"2,600",4,1995
강원도 삼척시 마달동,27.18,202212,"2,300",4,1995
강원도 삼척시 마달동,27.18,202212,"2,300",4,1995
강원도 삼척시 마달동,27.18,202212,"2,480",4,1995
강원도 삼척시 마달동,29.76,202212,"2,420",5,1995
강원도 삼척시 마달동,27.18,202212,"2,100",5,1995
강원도 삼척시 원당동,84.54,202212,"9,300",7,1991
강원도 삼척시 정상동,27.36,202212,"3,850",7,1995
강원도 삼척시 정상동,27.36,202212,"3,100",14,1995
강원도 삼척시 정상동,58.71,202212,"5,900",13,1995
강원도 삼척시 정상동,39.87,202212,"4,500",3,1998
강원도 삼척시 정상동,56.97,202212,"7,900",14,1998
강원도 삼척시 정상동,56.97,202212,"8,550",13,1998
강원도 삼척시 정상동,49.94,202212,"4,000",1,1992
강원도 삼척시 정상동,59.85,202212,"8,800",15,2002
강원도 삼척시 정상동,59.85,202212,"9,500",13,2002
강원도 삼척시 정상동,59.85,202212,"9,500",13,2002
강원도 속초시 교동,30.21,202212,"5,750",7,1996
강원도 속초시 교동,30.21,202212,"5,950",5,1996
강원도 속초시 교동,84.9976,202212,"31,000",15,2011
강원도 속초시 교동,39.8354,202212,"9,850",5,2000
강원도 속초시 교동,60,202212,"16,150",10,1997
강원도 속초시 교동,60,202212,"17,000",8,1997
강원도 속초시 교동,84.93,202212,"16,300",14,1991
강원도 속초시 교동,76.39,202212,"12,000",3,1991
강원도 속초시 교동,84.93,202212,"17,500",9,1991
강원도 속초시 교동,84.93,202212,"16,500",10,1991
강원도 속초시 교동,128.62,202212,"23,000",4,1992
강원도 속초시 교동,118.0531,202212,"31,500",11,2006
강원도 속초시 교동,43.26,202212,"8,500",2,1995
