거래금액(만원),전용면적(㎡),계약년월,층,건축년도,큰지역,세부지역
6000,59.49,202302,6,1992,0,0
17850,84.842,202302,2,2007,0,0
7000,75.36,202302,1,1991,0,0
32700,127.9437,202302,2,2008,0,0
20700,59.87,202302,13,2018,0,0
15000,59.83,202302,1,1998,0,0
10000,73.33,202302,4,1992,0,0
18200,84.92,202302,2,2004,0,0
16600,83.58,202302,6,2004,0,0
33500,84.93,202302,2,2007,0,1
26000,59.886,202302,10,1998,0,1
25500,84.96,202302,17,1997,0,1
35000,84.89,202302,9,2004,0,1
29000,84.96,202302,5,1997,0,1
25000,59.92,202302,8,2003,0,1
25000,59.92,202302,2,2003,0,1
35700,84.8,202302,2,2003,0,1
89900,84.9948,202302,5,2022,0,1
95000,99.9962,202302,3,2022,0,1
102000,99.9962,202302,14,2022,0,1
112000,99.9962,202302,24,2022,0,1
89000,84.9948,202302,17,2022,0,1
88000,84.9948,202302,9,2022,0,1
92000,84.9948,202302,7,2022,0,1
89000,84.9961,202302,10,2022,0,1
67460,84.8288,202302,8,2022,0,1
74000,84.9481,202302,21,2022,0,1
73100,84.9481,202302,20,2022,0,1
86700,84.99,202302,13,2022,0,1
74000,84.9956,202302,11,2018,0,1
70500,84.9832,202302,5,2018,0,1
75000,84.9956,202302,17,2018,0,1
72000,84.9956,202302,9,2018,0,1
73000,84.9956,202302,13,2018,0,1
67500,84.9832,202302,3,2018,0,1
74250,84.9956,202302,10,2018,0,1
70000,84.9832,202302,4,2018,0,1
59000,84.9832,202302,1,2018,0,1
48000,59.95,202302,19,2015,0,1
59000,84.93,202302,8,2015,0,1
47500,59.95,202302,18,2015,0,1
56500,84.99,202302,25,2015,0,1
50500,59.74,202302,9,2013,0,1
49000,59.74,202302,12,2013,0,1
59800,84.88,202302,16,2013,0,1
53500,74.97,202302,12,2013,0,1
56000,84.93,202302,4,2013,0,1
59000,84.93,202302,10,2013,0,1
54000,74.97,202302,13,2013,0,1
55000,84.79,202302,3,2013,0,1
56500,84.98,202302,6,2013,0,1
64000,84.9552,202302,20,2017,0,1
60000,84.9491,202302,1,2017,0,1
60000,69.6752,202302,19,2017,0,1
61000,69.6752,202302,20,2017,0,1
66000,84.9609,202302,14,2012,0,1
72800,74.988,202302,12,2015,0,1
75500,84.739,202302,14,2015,0,1
74800,84.762,202302,20,2015,0,1
70000,74.988,202302,13,2015,0,1
64600,84.97,202302,7,2014,0,1
66000,84.97,202302,9,2014,0,1
66000,84.98,202302,20,2014,0,1
66000,84.98,202302,20,2014,0,1
66000,84.98,202302,13,2014,0,1
54000,59.98,202302,24,2020,0,1
55500,59.95,202302,39,2020,0,1
58500,59.95,202302,38,2020,0,1
55000,59.95,202302,9,2020,0,1
56000,84.99,202302,10,2009,0,1
55000,84.99,202302,19,2009,0,1
53500,84.99,202302,16,2009,0,1
55000,84.99,202302,11,2009,0,1
27500,57,202302,6,1991,0,1
35000,84.6,202302,15,1991,0,1
48000,59.702,202302,11,2009,0,1
40000,59.702,202302,2,2009,0,1
55000,84.9465,202302,2,2012,0,1
56700,76.0404,202302,20,2017,0,1
63000,84.0785,202302,14,2017,0,1
61700,84.0785,202302,10,2017,0,1
57000,76.1337,202302,7,2018,0,1
57000,64.9773,202302,9,2015,0,1
52500,74.6681,202302,17,2015,0,1
53500,64.9773,202302,17,2015,0,1
72500,84.7815,202302,11,2015,0,1
60500,99.47,202302,16,2013,0,1
65000,100.1,202302,13,2012,0,1
66000,100.34,202302,11,2012,0,1
65000,100.34,202302,17,2012,0,1
57700,75.426,202302,24,2012,0,1
58300,75.6015,202302,2,2012,0,1
59900,75.426,202302,27,2012,0,1
57300,75.426,202302,5,2012,0,1
58300,75.426,202302,8,2012,0,1
73000,84.9984,202302,15,2012,0,1
62000,75.6015,202302,23,2012,0,1
58000,75.426,202302,3,2012,0,1
30000,73.16,202302,14,2003,0,1
32000,84.32,202302,12,2003,0,1
23000,45.504,202302,14,2019,0,1
79000,84.9884,202302,13,2019,0,1
73000,84.9884,202302,20,2019,0,1
64500,72.936,202302,16,2020,0,1
71500,84.968,202302,3,2020,0,1
71500,84.968,202302,1,2020,0,1
43000,59.4,202302,3,1997,0,1
29500,68.83,202302,5,1991,0,1
46000,114,202302,2,1995,0,1
44000,84.37,202302,4,2004,0,1
54000,84.8753,202302,18,2004,0,1
45500,68.27,202302,16,2005,0,1
57000,84.91,202302,11,2005,0,1
59600,84.91,202302,6,2005,0,1
59200,84.91,202302,12,2005,0,1
58000,84.91,202302,11,2005,0,1
30000,131.44,202302,1,1992,0,1
60000,134.91,202302,15,1994,0,1
59000,134.91,202302,14,1994,0,1
45500,84.93,202302,4,1994,0,1
50300,84.93,202302,5,1994,0,1
34500,68.98,202302,2,1995,0,1
34700,68.98,202302,3,1995,0,1
34000,68.98,202302,7,1995,0,1
38500,68.98,202302,13,1995,0,1
35000,68.98,202302,3,1995,0,1
21000,59.98,202302,7,1996,0,1
33000,59.97,202302,11,1996,0,1
29500,59.98,202302,4,1996,0,1
32500,59.56,202302,4,1996,0,1
32000,59.97,202302,12,1996,0,1
30000,59.97,202302,6,1996,0,1
29600,59.97,202302,17,1996,0,1
29500,59.93,202302,3,1996,0,1
22900,39.99,202302,2,1996,0,1
28000,59.98,202302,8,1996,0,1
52500,84.6,202302,14,2008,0,1
49500,84.97,202302,4,2008,0,1
49500,84.97,202302,4,2008,0,1
55000,84.81,202302,12,2008,0,1
53500,84.81,202302,11,2008,0,1
29700,59.04,202302,1,1995,0,1
31500,59.04,202302,13,1995,0,1
33100,59.04,202302,5,1995,0,1
32000,59.04,202302,5,1995,0,1
29400,59.04,202302,1,1995,0,1
35000,59.4,202302,15,1994,0,1
34000,59.34,202302,15,1995,0,1
34700,59.34,202302,3,1995,0,1
30000,49.77,202302,13,1995,0,1
30000,49.77,202302,13,1995,0,1
30000,49.77,202302,11,1995,0,1
33000,49.77,202302,15,1995,0,1
25400,45.36,202302,13,1994,0,1
27200,45.36,202302,7,1994,0,1
51500,73.02,202302,7,1994,0,1
25300,45.48,202302,3,1995,0,1
25000,45.48,202302,11,1995,0,1
26000,45.48,202302,15,1995,0,1
22000,39.96,202302,2,1996,0,1
31700,51.03,202302,7,1996,0,1
23950,43.76,202302,3,1995,0,1
26000,43.76,202302,12,1995,0,1
24000,43.76,202302,5,1995,0,1
57000,99.78,202302,18,1997,0,1
57000,99.78,202302,18,1997,0,1
44000,84.98,202302,19,1998,0,1
45000,84.98,202302,15,1998,0,1
29000,59.56,202302,1,1997,0,1
43800,84.9,202302,13,1998,0,1
42000,84.79,202302,3,1998,0,1
47000,84.79,202302,9,1998,0,1
30000,59.97,202302,11,1996,0,1
35500,59.56,202302,20,1996,0,1
35000,59.97,202302,7,1996,0,1
35000,59.97,202302,7,1996,0,1
30000,59.56,202302,8,1996,0,1
20000,39.99,202302,1,1996,0,1
45500,78.0223,202302,9,2006,0,1
70000,122.7483,202302,15,2009,0,1
48000,59.9368,202302,15,2009,0,1
51900,59.94,202302,6,2020,0,1
66000,74.4654,202302,10,2019,0,1
71500,84.812,202302,11,2019,0,1
67000,74.4654,202302,12,2019,0,1
57000,59.8179,202302,17,2020,0,1
58000,59.8179,202302,19,2020,0,1
59000,59.9234,202302,4,2020,0,1
63000,59.9234,202302,10,2020,0,1
62000,59.9482,202302,23,2020,0,1
62000,59.9482,202302,23,2020,0,1
63000,59.9482,202302,24,2020,0,1
56300,59.8179,202302,17,2020,0,1
65500,70.9637,202302,12,2019,0,1
64000,70.9637,202302,3,2019,0,1
65000,70.9637,202302,3,2019,0,1
69000,70.9637,202302,24,2019,0,1
74000,84.8984,202302,14,2019,0,1
80000,84.8984,202302,20,2019,0,1
67000,70.9637,202302,19,2019,0,1
75000,84.8984,202302,4,2019,0,1
70000,70.9637,202302,8,2019,0,1
65000,70.9637,202302,3,2019,0,1
55000,84.8984,202302,19,2019,0,1
65700,70.9637,202302,15,2019,0,1
68700,84.8984,202302,22,2019,0,1
66800,70.9637,202302,3,2019,0,1
80000,84.8984,202302,16,2019,0,1
25000,49.95,202302,7,1996,0,1
29000,49.95,202302,11,1996,0,1
20000,49.95,202302,2,1996,0,1
23000,49.95,202302,15,1996,0,1
45000,84.9,202302,14,1995,0,1
43500,84.9,202302,18,1995,0,1
45000,84.9,202302,13,1995,0,1
19500,50,202302,13,1996,0,1
24100,50,202302,8,1996,0,1
33300,59.65,202302,12,1996,0,1
23500,50,202302,11,1996,0,1
55000,133.89,202302,16,1995,0,1
54000,133.89,202302,3,1995,0,1
40000,194.04,202302,8,1998,0,1
52000,84.96,202302,8,1996,0,1
49800,84.96,202302,10,1996,0,1
33200,50,202302,18,1995,0,1
27000,50,202302,1,1995,0,1
31000,50,202302,4,1995,0,1
64500,85,202302,3,1995,0,1
50000,84.93,202302,6,1995,0,1
60000,84.93,202302,1,1995,0,1
47500,84.93,202302,16,1995,0,1
47500,84.93,202302,12,1995,0,1
37000,70.2,202302,2,1995,0,1
52500,84.93,202302,13,1995,0,1
40000,84.84,202302,9,2005,0,1
41500,84.84,202302,7,2005,0,1
43000,59.835,202302,14,1995,0,1
37000,59.93,202302,13,1997,0,1
35000,59.97,202302,7,1997,0,1
37000,59.93,202302,15,1997,0,1
46000,84.79,202302,5,1997,0,1
46000,84.79,202302,10,1997,0,1
47700,84.79,202302,14,1997,0,1
48800,84.79,202302,9,1997,0,1
51500,84.79,202302,6,1997,0,1
26000,50,202302,7,1995,0,1
61500,134.97,202302,14,1995,0,1
47800,134.94,202302,1,1995,0,1
50000,134.94,202302,2,1995,0,1
33000,50,202302,14,1996,0,1
38800,60,202302,14,1996,0,1
70000,164.94,202302,15,1995,0,1
50000,134.83,202302,14,1995,0,1
47800,101.35,202302,16,1995,0,1
58000,84.96,202302,5,1992,0,2
58500,84.87,202302,9,1992,0,2
80000,154.02,202302,5,1992,0,2
40000,49.14,202302,7,1992,0,2
37000,49.14,202302,11,1992,0,2
77000,134.685,202302,2,1993,0,2
59000,84.94,202302,2,1993,0,2
59000,84.94,202302,15,1993,0,2
60000,84.94,202302,3,1993,0,2
20000,35.1,202302,18,1998,0,2
19800,35.1,202302,2,1998,0,2
87500,132.8,202302,8,1992,0,2
65200,101.91,202302,5,1992,0,2
28000,41.85,202302,7,1995,0,2
80000,133.47,202302,4,1993,0,2
77500,114.81,202302,8,1992,0,2
55000,84.88,202302,10,1994,0,2
45600,70.43,202302,3,1994,0,2
46000,70.43,202302,8,1994,0,2
64000,101,202302,6,1994,0,2
78000,134.87,202302,12,1994,0,2
42800,70.43,202302,3,1994,0,2
43000,70.43,202302,13,1994,0,2
45950,70.43,202302,8,1994,0,2
24000,41.13,202302,15,1995,0,2
69500,134.96,202302,17,1994,0,2
35000,58.74,202302,2,1993,0,2
33000,58.74,202302,3,1993,0,2
36900,58.74,202302,1,1993,0,2
37000,69.336,202302,11,1994,0,2
49500,84.93,202302,15,1994,0,2
41700,69.336,202302,3,1994,0,2
30000,58.626,202302,8,1994,0,2
55500,84.69,202302,11,1992,0,2
26500,51.03,202302,7,1994,0,2
29300,51.03,202302,9,1994,0,2
29000,51.03,202302,9,1994,0,2
83000,84.3,202302,3,2016,0,2
90500,84.31,202302,23,2016,0,2
65000,59.89,202302,9,2016,0,2
87000,84.49,202302,29,2016,0,2
95000,84.49,202302,35,2016,0,2
81500,84.49,202302,5,2016,0,2
105000,90.33,202302,47,2016,0,2
70000,84.49,202302,14,2016,0,2
52000,73.17,202302,10,1994,0,2
40500,69.63,202302,4,1995,0,2
46000,69.09,202302,11,1994,0,2
38700,49.5,202302,9,1994,0,2
42500,49.5,202302,12,1994,0,2
30000,84.6186,202302,8,2004,0,2
20000,59.89,202302,1,2004,0,2
35000,84.3198,202302,6,2003,0,2
58000,101.9,202302,24,2010,0,2
62500,122.83,202302,5,2010,0,2
58000,101.9,202302,28,2010,0,2
56500,101.94,202302,5,2010,0,2
75000,137.1394,202302,14,2010,0,2
53000,84.7861,202302,14,2010,0,2
53500,84.8793,202302,5,2010,0,2
53000,84.7861,202302,13,2010,0,2
80300,162.7081,202302,18,2010,0,2
68500,130.0652,202302,17,2010,0,2
89500,163.25,202302,4,2010,0,2
65000,108.2401,202302,6,2010,0,2
67000,108.2401,202302,10,2010,0,2
83500,162.7081,202302,24,2010,0,2
115000,209.4897,202302,13,2010,0,2
83000,134.8911,202302,27,2010,0,2
75500,134.8911,202302,6,2010,0,2
84000,134.8911,202302,15,2010,0,2
60300,141.9,202302,22,2010,0,2
57300,117.25,202302,12,2010,0,2
105000,84.5043,202302,21,2019,0,2
106000,84.4588,202302,27,2019,0,2
115000,84.8127,202302,43,2019,0,2
124500,84.4423,202302,37,2019,0,2
122000,84.5043,202302,44,2019,0,2
107000,84.654,202302,4,2019,0,2
130000,84.5043,202302,26,2019,0,2
80000,134.94,202302,6,1994,0,2
79200,99.96,202302,12,1994,0,2
53000,67.735,202302,5,1994,0,2
44000,59.925,202302,13,1994,0,2
53000,70.14,202302,14,1994,0,2
85000,84.3088,202302,16,2019,0,2
56000,134.926,202302,24,2002,0,2
56500,134.926,202302,16,2002,0,2
48000,135.5,202302,9,2010,0,2
59000,84.9854,202302,21,2018,0,2
47000,59.9703,202302,9,2018,0,2
48000,59.9703,202302,26,2018,0,2
47500,59.9703,202302,7,2018,0,2
61700,84.9854,202302,17,2018,0,2
47800,59.9703,202302,14,2018,0,2
73000,98.1939,202302,12,2018,0,2
55000,84.9854,202302,12,2018,0,2
36000,84.9,202302,12,1995,0,2
20000,49.98,202302,11,1995,0,2
22500,59.845,202302,6,1995,0,2
25000,59.84,202302,6,1995,0,2
23800,59.845,202302,1,1995,0,2
23250,59.99,202302,5,1995,0,2
24500,59.99,202302,1,1995,0,2
22500,60,202302,5,1995,0,2
24000,59.93,202302,5,1995,0,2
30000,72.36,202302,4,1995,0,2
32000,83.73,202302,10,1995,0,2
39500,84.72,202302,12,2007,0,2
35500,75.61,202302,19,2007,0,2
34500,75.61,202302,5,2007,0,2
40000,84.89,202302,7,2007,0,2
40000,84.67,202302,7,2007,0,2
40000,84.89,202302,7,2007,0,2
40000,84.67,202302,14,2007,0,2
38700,75.94,202302,12,2007,0,2
42000,84.67,202302,10,2007,0,2
50000,84.67,202302,17,2007,0,2
39300,84.67,202302,9,2007,0,2
39000,84.69,202302,16,2007,0,2
35000,84.6872,202302,8,2001,0,2
29500,59.76,202302,16,1998,0,2
40900,84.98,202302,11,2000,0,2
68000,143.324,202302,8,2006,0,2
45000,84.79,202302,7,2006,0,2
44000,84.79,202302,9,2006,0,2
43000,84.79,202302,15,2006,0,2
39000,84.56,202302,9,2006,0,2
37500,84.95,202302,14,2006,0,2
58500,101.34,202302,16,2006,0,2
32000,59.83,202302,5,2006,0,2
32000,59.91,202302,9,2006,0,2
35500,51.93,202302,4,2006,0,2
36000,59.72,202302,19,2006,0,2
34000,72.6283,202302,18,2002,0,2
31300,84.8566,202302,2,2005,0,3
44000,117.2234,202302,10,2005,0,3
35700,84.92,202302,11,2002,0,3
35000,84.997,202302,7,2005,0,3
35000,84.997,202302,6,2005,0,3
60500,133.118,202302,4,2002,0,3
43000,78.06,202302,5,1994,0,3
30000,49.68,202302,10,2000,0,3
23700,40.32,202302,11,2000,0,3
34500,49.68,202302,6,2000,0,3
32000,49.68,202302,2,2000,0,3
24000,40.32,202302,7,2000,0,3
31000,49.68,202302,8,2000,0,3
48000,61.56,202302,10,1995,0,3
48000,61.56,202302,10,1995,0,3
64000,130.47,202302,4,1995,0,3
65000,84.962,202302,6,1995,0,3
88000,84.4989,202302,13,2019,0,3
97000,84.4989,202302,38,2019,0,3
109000,84.4989,202302,44,2019,0,3
50000,84.8713,202302,4,2003,0,3
38000,84.2266,202302,13,2003,0,3
50000,84.2266,202302,6,2003,0,3
55000,163.459,202302,5,2002,0,3
43500,84.3669,202302,8,2003,0,3
42500,84.2865,202302,10,2003,0,3
37000,84.2865,202302,14,2003,0,3
29500,84.3316,202302,8,2002,0,3
45000,129.8794,202302,3,2002,0,3
19000,36.21,202302,1,1989,0,3
46000,84.9691,202302,6,2011,0,3
47500,84.9898,202302,8,2011,0,3
44000,84.9691,202302,7,2011,0,3
55000,121.45,202302,21,2011,0,3
49000,129.79,202302,18,2011,0,3
52500,129.79,202302,8,2011,0,3
51800,121.45,202302,9,2011,0,3
58000,129.79,202302,25,2011,0,3
55000,121.45,202302,4,2011,0,3
52000,121.45,202302,4,2011,0,3
49000,101.93,202302,20,2011,0,3
49000,101.93,202302,14,2011,0,3
48000,101.93,202302,24,2011,0,3
18200,59.4,202302,5,1996,0,3
22000,59.4,202302,12,1996,0,3
22600,84.42,202302,5,1991,0,3
38000,84.93,202302,6,2005,0,3
44500,84.93,202302,20,2005,0,3
35000,84.93,202302,3,2005,0,3
64000,134.894,202302,19,2003,0,3
40500,84.801,202302,13,2003,0,3
27500,84.87,202302,9,1996,0,3
44000,84.949,202302,1,2010,0,3
31000,55.74,202302,17,2002,0,3
31000,55.74,202302,17,2002,0,3
31000,80.243,202302,19,2002,0,3
31000,80.243,202302,18,2002,0,3
29600,55.593,202302,16,2002,0,3
33000,80.243,202302,23,2002,0,3
32000,84.81,202302,5,2000,0,3
33700,59.938,202302,10,2004,0,3
35000,59.938,202302,10,2004,0,3
37000,84.972,202302,4,2004,0,3
40000,84.972,202302,13,2004,0,3
8850,29.925,202302,5,2003,0,3
22500,59.4,202302,5,1994,0,3
38000,84.988,202302,5,2003,0,3
41000,84.89,202302,9,2002,0,3
40800,84.89,202302,19,2002,0,3
35000,59.95,202302,5,2013,0,3
39000,84.85,202302,2,2013,0,3
36300,58.83,202302,2,1994,0,3
40000,58.83,202302,11,1994,0,3
34500,58.83,202302,15,1994,0,3
49000,84.965,202302,6,1995,0,3
54000,84.965,202302,17,1995,0,3
44000,69.39,202302,11,1994,0,3
31000,53.82,202302,5,1995,0,3
31000,53.82,202302,5,1995,0,3
45000,70.714,202302,2,1994,0,3
60500,128.82,202302,12,1995,0,3
61000,128.82,202302,2,1995,0,3
34800,59.31,202302,8,1995,0,3
38900,68.13,202302,7,1995,0,3
35500,59.31,202302,6,1995,0,3
31000,59.31,202302,9,1995,0,3
31500,48.84,202302,2,1995,0,3
48000,83.77,202302,4,1994,0,3
30500,57.76,202302,10,1994,0,3
48500,83.77,202302,10,1994,0,3
29000,57.76,202302,3,1994,0,3
56000,84.945,202302,21,1995,0,3
63000,101.86,202302,4,1994,0,3
86000,133.425,202302,14,1994,0,3
22500,41.85,202302,23,1994,0,3
21900,44.32,202302,15,1994,0,3
22000,44.32,202302,13,1994,0,3
44500,59.88,202302,6,1993,0,3
50500,84.225,202302,15,1993,0,3
35500,47.5,202302,1,1994,0,3
73000,131.46,202302,18,1994,0,3
63000,132.12,202302,7,1994,0,3
73000,133.74,202302,6,1994,0,3
43000,71.01,202302,5,1993,0,3
43000,71.01,202302,3,1993,0,3
48000,60,202302,15,1993,0,3
48000,71.01,202302,8,1993,0,3
55000,84.99,202302,4,1993,0,3
55000,84.99,202302,11,1993,0,3
42000,73.718,202302,11,1996,0,3
38500,74.46,202302,6,1995,0,3
35000,49.68,202302,10,1999,0,3
50000,58.13,202302,15,1994,0,3
73500,99.69,202302,12,1994,0,3
39500,69.09,202302,11,1994,0,3
48500,84.91,202302,4,1994,0,3
46000,84.91,202302,1,1994,0,3
38000,69.09,202302,12,1994,0,3
68000,101.98,202302,12,1994,0,3
98000,134.97,202302,12,1994,0,3
68000,100.84,202302,16,1994,0,3
24000,59.76,202302,7,1994,0,3
17500,41.7,202302,11,2019,0,3
19500,41.7,202302,8,2019,0,3
62000,120.7818,202302,27,2013,0,3
56000,95.5001,202302,8,2013,0,3
75700,145.8289,202302,34,2013,0,3
45500,59.9258,202302,4,2013,0,3
44900,59.9065,202302,16,2013,0,3
45000,59.9065,202302,51,2013,0,3
48300,59.9258,202302,27,2013,0,3
88000,170.7209,202302,10,2013,0,3
68400,120.7818,202302,7,2013,0,3
45000,59.9065,202302,21,2013,0,3
75800,145.9198,202302,12,2013,0,3
69000,119.1774,202302,42,2013,0,3
73900,145.8289,202302,29,2013,0,3
58000,94.4442,202302,47,2013,0,3
58000,94.4442,202302,39,2013,0,3
44400,59.9065,202302,26,2013,0,3
86652,170.7209,202302,28,2013,0,3
41000,74.9627,202302,19,2018,0,3
37500,59.8354,202302,13,2018,0,3
38000,59.8354,202302,24,2018,0,3
42000,84.8717,202302,3,2018,0,3
34200,59.8354,202302,13,2018,0,3
43500,124.06,202302,3,2009,0,3
34000,84.89,202302,6,2009,0,3
34500,84.82,202302,2,2009,0,3
34300,84.89,202302,13,2009,0,3
43000,124.06,202302,12,2009,0,3
31000,59.68,202302,11,2009,0,3
33000,59.68,202302,8,2009,0,3
25500,59.94,202302,6,2001,0,3
45000,163.43,202302,4,2001,0,3
33000,84.73,202302,8,2001,0,3
30700,84.73,202302,17,2001,0,3
39000,84.73,202302,9,2001,0,3
22000,59.82,202302,1,2001,0,3
22000,68.29,202302,2,1994,0,3
21500,68.61,202302,4,1994,0,3
22800,68.29,202302,8,1994,0,3
20000,53.83,202302,8,1994,0,3
22800,68.29,202302,16,1994,0,3
22300,68.61,202302,7,1994,0,3
19500,53.83,202302,8,1994,0,3
28500,68.29,202302,8,1995,0,3
35000,101.85,202302,7,1994,0,3
33500,101.85,202302,6,1994,0,3
21500,46.58,202302,9,1995,0,3
18000,50.28,202302,6,1995,0,3
17900,50.28,202302,11,1995,0,3
18800,50.28,202302,15,1995,0,3
16000,50.28,202302,2,1995,0,3
25000,59.97,202302,7,1994,0,3
26400,59.97,202302,4,1994,0,3
24300,59.97,202302,14,1994,0,3
21200,59.835,202302,6,1994,0,3
18300,53.12,202302,3,1994,0,3
19000,53.12,202302,4,1994,0,3
40700,122.76,202302,4,1995,0,3
34500,84.24,202302,9,1994,0,3
32000,84.24,202302,6,1994,0,3
24000,68.04,202302,1,1994,0,3
32000,70.558,202302,10,2000,0,3
35700,84.981,202302,18,2000,0,3
32000,84.981,202302,1,2000,0,3
32000,70.558,202302,10,2000,0,3
35000,84.981,202302,14,2000,0,3
26000,59.859,202302,7,2000,0,3
27000,59.859,202302,6,2000,0,3
24750,59.859,202302,2,2000,0,3
207000,112.92,202302,26,2022,0,4
118000,59.69,202302,5,2018,0,4
114500,59.69,202302,2,2018,0,4
161000,103.64,202302,12,1983,0,4
150000,84.99,202302,12,2020,0,4
150000,84.99,202302,7,2020,0,4
160000,84.99,202302,10,2020,0,4
131000,59.92,202302,13,2020,0,4
124500,59.92,202302,9,2020,0,4
155000,84.99,202302,8,2020,0,4
130000,84.99,202302,7,2020,0,4
132000,73.02,202302,8,1983,0,4
130000,73.02,202302,3,1983,0,4
130000,73.02,202302,9,1983,0,4
130000,73.02,202302,6,1983,0,4
130000,73.02,202302,6,1983,0,4
147000,83.2,202302,10,1983,0,4
147000,83.2,202302,8,1983,0,4
130000,73.02,202302,8,1983,0,4
103000,54.48,202302,3,1982,0,4
125000,59.94,202302,9,2021,0,4
124000,59.94,202302,25,2021,0,4
125000,59.94,202302,23,2021,0,4
124000,59.94,202302,20,2021,0,4
121500,59.95,202302,15,2021,0,4
127500,59.94,202302,19,2021,0,4
127000,59.94,202302,16,2021,0,4
125000,59.94,202302,9,2021,0,4
124500,59.68,202302,28,2021,0,4
103000,59.973,202302,14,2008,0,4
133000,84.964,202302,2,2008,0,4
95000,59.973,202302,2,2008,0,4
158000,116.518,202302,9,2008,0,4
127500,84.961,202302,21,2008,0,4
108500,59.973,202302,12,2008,0,4
101000,59.973,202302,3,2008,0,4
136000,84.964,202302,14,2008,0,4
153000,116.99,202302,14,2008,0,4
118000,59.973,202302,9,2008,0,4
105500,59.973,202302,16,2008,0,4
109000,59.973,202302,2,2008,0,4
191000,137.211,202302,20,2008,0,4
111000,59.973,202302,11,2008,0,4
150000,116.959,202302,11,2008,0,4
134500,84.947,202302,3,2007,0,4
132000,84.947,202302,4,2007,0,4
195000,105.27,202302,2,1984,0,4
65000,59.9915,202302,11,2021,0,5
63500,59.9915,202302,20,2021,0,5
56000,49.9614,202302,23,2021,0,5
64000,59.9915,202302,26,2021,0,5
66000,59.9915,202302,13,2021,0,5
57500,49.9614,202302,13,2021,0,5
65700,59.9915,202302,11,2021,0,5
56000,49.9614,202302,6,2021,0,5
26000,32.586,202302,10,2021,0,5
25000,32.586,202302,9,2021,0,5
30000,40.1639,202302,2,2021,0,5
30000,40.1639,202302,3,2021,0,5
26000,32.586,202302,10,2021,0,5
26000,32.586,202302,11,2021,0,5
65000,59.9969,202302,13,2021,0,5
66000,59.9915,202302,12,2021,0,5
55500,49.9614,202302,15,2021,0,5
90000,84.9716,202302,18,2021,0,5
69400,59.9915,202302,13,2021,0,5
75000,112.13,202302,6,2010,0,5
59000,59.93,202302,15,1997,0,5
57000,59.93,202302,23,1997,0,5
60000,59.993,202302,1,2015,0,5
67500,84.97,202302,15,2015,0,5
34500,59.4,202302,7,1999,0,5
64000,84.83,202302,4,2007,0,5
64500,84.83,202302,12,2007,0,5
52000,84.79,202302,2,1993,0,5
49000,84.79,202302,8,1993,0,5
38000,59.23,202302,4,1999,0,5
44000,64.75,202302,5,2004,0,5
56000,59.8074,202302,14,2005,0,5
66000,84.284,202302,9,2005,0,5
27000,50.22,202302,1,1988,0,5
89500,101.94,202302,13,2010,0,5
69200,84.95,202302,4,2009,0,5
72000,84.87,202302,2,2009,0,5
59500,59.85,202302,7,2009,0,5
89000,135.78,202302,8,2010,0,5
82000,101.94,202302,4,2010,0,5
69000,59.87,202302,13,2010,0,5
68500,74.91,202302,14,2011,0,5
73500,84.95,202302,18,2011,0,5
72000,84.99,202302,7,2010,0,5
77500,101.1,202302,3,2011,0,5
37600,49.98,202302,5,2019,0,5
116000,97.6515,202302,12,2018,0,5
102000,84.9933,202302,34,2018,0,5
85000,59.9968,202302,34,2018,0,5
80000,59.9968,202302,30,2018,0,5
84500,59.9968,202302,32,2018,0,5
99000,84.9933,202302,29,2018,0,5
84250,59.9968,202302,22,2018,0,5
78000,59.6827,202302,35,2018,0,5
79000,59.6827,202302,22,2018,0,5
99000,84.8534,202302,9,2018,0,5
95000,84.9334,202302,5,2018,0,5
80000,59.6827,202302,40,2018,0,5
80000,59.6827,202302,22,2018,0,5
100000,84.9663,202302,7,2018,0,5
126500,98.4436,202302,24,2018,0,5
75000,59.6827,202302,1,2018,0,5
72500,59.9678,202302,3,2017,0,5
87000,84.9636,202302,35,2017,0,5
84000,59.9678,202302,27,2017,0,5
78500,59.802,202302,25,2017,0,5
112500,95.3749,202302,31,2017,0,5
94000,84.9636,202302,9,2017,0,5
83500,59.9678,202302,10,2017,0,5
100000,84.9636,202302,14,2017,0,5
96800,84.9636,202302,12,2017,0,5
75000,84.9636,202302,29,2017,0,5
75000,59.8614,202302,11,2017,0,5
113000,103.9023,202302,18,2017,0,5
76000,59.9969,202302,13,2017,0,5
92500,84.9493,202302,25,2017,0,5
63000,84.9253,202302,11,2017,0,5
105000,84.863,202302,20,2019,0,5
108000,84.863,202302,37,2019,0,5
108000,84.863,202302,37,2019,0,5
110000,84.863,202302,41,2019,0,5
108000,84.87,202302,28,2019,0,5
150000,102.871,202302,42,2019,0,5
63000,84.98,202302,9,2002,0,5
52000,59.82,202302,24,2002,0,5
33000,39.65,202302,18,2001,0,5
47800,49.97,202302,16,2001,0,5
48500,49.97,202302,15,2001,0,5
49000,49.97,202302,7,2001,0,5
36500,39.65,202302,9,2001,0,5
49700,49.98,202302,6,2001,0,5
46500,49.98,202302,5,2001,0,5
63500,84.613,202302,15,2007,0,5
54000,65.66,202302,11,1992,0,5
63000,84.74,202302,5,1990,0,5
58500,84.74,202302,5,1990,0,5
79500,84.97,202302,7,1986,0,5
82000,84.97,202302,15,1986,0,5
